economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,118983706,0.761440525,1,38,2,4,1,,1,1,0,1,2,1,2,,1,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,2,1,,2,2,,2,2,2,2,,2,1,1,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,1,2,2,2,1,,2,,,,,,1,1,2,2,4,2,,0,0,1,2,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,184197771,1.511028996,2,38,1,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,1,2,1,,2,2,2,2,2,2,2,,3,3,3,1,2,2,2,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,0,2,4,4,4,2,4,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,152494995,0.749664762,1,16,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,,,,,,,,,,,2,,,1,1,2,,,,1,2,,2,1,2,2,,4,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,1,1,4,4,4,4,4,1,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,157844076,2.103093506,1,21,2,2,2,,1,1,0,2,1,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,1,,0,1,4,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,188439749,2.329299743,2,35,1,3,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,,,,,,,,,,,2,,,1,1,1,2,1,,1,2,,2,2,1,1,,2,1,1,1,2,2,1,1,2,1,2,2,,,,,,1,2,2,2,2,2,,1,2,2,1,,,2,,,,,,1,1,2,1,4,1,,1,1,3,1,4,4,4,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,157515262,0.493950474,1,42,2,5,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,1,,3,1,1,2,,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,1,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,166823709,0.168433106,2,35,2,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,1,2,2,1,1,2,2,1,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,3,2,3,3,,2,,1,0,2,2,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,142062488,0.343733386,2,38,2,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,2,2,1,,1,1,1,1,2,2,2,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,1,4,1,,1,1,1,4,4,4,4,4,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,156452958,0.537041547,1,22,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,194454643,0.934388917,1,32,2,3,2,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,1,2,,,,,,,2,2,2,2,2,,,2,1,1,2,1,,2,2,2,2,1,2,2,,3,1,1,1,2,1,2,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,4,2,,1,1,2,4,4,4,4,3,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,135399691,0.559123034,1,20,2,5,1,,1,1,0,2,1,1,2,,1,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,2,1,,2,2,,2,1,2,1,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,1,2,2,1,,1,1,4,4,4,2,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,201809121,1.045287289,2,18,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,1,1,,,,,,,,,,,2,,,2,1,1,2,2,,1,2,,2,2,1,1,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,3,1,1,,1,1,4,4,4,4,4,1,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,201615125,3.590201705,1,43,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,1,1,2,2,1,,1,2,2,2,2,1,,0,0,4,4,2,2,2,3,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,203884530,2.185803001,1,59,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,166941219,1.158936278,2,27,2,5,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,1,2,1,1,2,2,1,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,3,2,3,3,2,,1,1,2,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,127194111,0.343733386,2,39,3,5,2,,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,2,2,1,2,1,,2,2,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,3,1,,0,1,4,4,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,138166613,0.860270831,2,56,2,4,1,,1,1,1,2,2,1,1,2,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,2,1,2,1,,2,2,2,2,1,1,2,,6,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,4,4,4,4,4,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,188564026,0.5444732,1,42,3,2,1,,1,1,0,1,1,1,2,,2,1,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,2,2,1,1,2,1,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,1,1,4,4,4,1,4,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,195127150,0.394354681,1,18,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,1,2,2,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,1,1,2,3,1,,0,1,4,3,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,193972345,0.731527183,1,48,2,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,6,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,1,1,,0,1,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,207140730,0.210818671,2,18,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,1,1,,,,,,,,,,,1,1,,1,2,1,2,1,,2,2,,2,2,1,2,,2,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,3,2,1,2,,1,1,2,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,174203864,3.59034182,2,20,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,2,4,4,4,4,5,2,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,187043784,0.68214391,1,21,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,1,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,156555457,0.350515584,1,19,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,1,2,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,2,2,2,,2,2,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,0,4,4,4,4,4,4,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,187064233,2.25534531,1,45,3,3,1,,1,1,0,,,1,2,,2,1,2,,,,1,2,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,1,2,1,2,2,1,2,,,,1,2,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,1,3,2,1,,0,0,1,4,4,4,1,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,125916854,0.635981125,1,16,2,3,2,,1,1,1,1,2,2,,,1,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,2,2,,,1,2,1,2,1,,2,2,2,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,0,1,4,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,204400057,0.827472198,2,48,2,3,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,6,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,1,2,2,2,1,,2,,,,,,2,1,1,2,2,1,,0,1,1,2,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,168970822,0.511915013,2,32,2,1,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,1,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,1,2,1,2,,,2,,,,,,2,2,2,2,2,2,,1,1,2,1,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,193665920,0.650690913,1,32,2,4,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,4,2,1,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,1,1,2,2,1,,2,2,2,2,4,1,,1,1,4,1,4,2,2,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,206066702,3.00593677,2,49,1,1,1,,1,1,1,,,1,2,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,,,2,1,1,1,1,2,,1,1,1,1,1,,1,1,1,1,1,1,1,2,4,1,2,1,1,,,1,2,2,2,1,1,1,2,,,2,,,,,,,2,2,,,,,1,1,2,1,,,2,2,1,1,2,1,,1,1,4,4,4,1,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,185206417,0.270290887,1,25,2,3,1,,1,1,1,1,1,2,,,1,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,1,1,1,1,2,2,2,1,1,2,2,2,,,,2,,,,1,2,1,1,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,2,2,1,2,1,,1,1,1,4,4,4,1,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,132875327,1.002348093,2,31,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,2,2,,,,,,,,,,,,,,,,1,2,2,1,1,2,,1,1,1,2,2,,2,1,1,2,1,1,2,,2,2,1,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,2,2,3,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,156652039,0.501174046,2,33,3,5,1,,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,2,1,,1,1,,2,2,2,2,,3,3,3,1,1,,,2,,,,1,2,2,,,1,1,2,1,1,,,2,1,2,1,2,,,2,,,,,,3,3,3,3,,3,,1,1,1,1,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,191590545,0.421379879,1,19,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,,,,,,,1,1,,2,1,1,2,1,,2,2,,2,2,2,2,,2,2,1,1,2,2,1,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,1,,0,0,4,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,186733354,0.327678699,1,48,2,3,1,,1,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,1,2,2,1,2,1,,1,1,1,3,1,,2,2,2,2,2,2,1,,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,,,1,2,1,1,,,1,1,2,2,2,1,,1,1,2,2,1,,1,2,2,3,2,1,,1,1,1,2,4,2,1,2,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,181684775,0.233597229,1,25,2,4,1,,1,1,0,,,1,2,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,1,2,2,1,2,,,,1,2,2,,,1,1,2,1,2,,,2,1,2,2,2,1,,2,,,,,,1,1,2,3,2,1,,1,0,1,2,4,4,2,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,157976824,0.171988922,1,37,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,2,,,,,,,,,,,2,,,2,2,1,2,1,,1,1,,1,1,2,1,1,1,1,2,2,,,,1,2,2,1,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,1,2,2,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,145391674,0.668232062,2,34,3,5,1,,1,1,1,1,2,1,2,,2,2,1,2,,2,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,2,,,,1,1,2,2,1,2,2,,3,3,3,2,,,,2,,,,1,1,1,1,,,1,1,1,2,,,2,1,2,2,2,1,,2,,,,,,3,2,3,3,,2,,1,1,1,2,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,166026311,3.59034182,1,15,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,171992943,0.885299533,1,15,1,5,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,2,1,2,,,,1,2,1,2,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,1,1,,1,1,4,4,4,4,3,3,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,114504154,0.168433106,1,44,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,6,2,2,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,2,,1,1,4,4,4,4,2,3,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,175796958,0.168433106,1,20,2,3,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,1,2,,,,,,,1,1,2,1,2,,,1,1,1,2,1,,1,2,1,2,1,2,1,,3,1,1,2,,,,1,2,1,2,1,1,2,1,,,1,1,2,1,,,2,1,1,1,2,,,1,1,2,2,1,,2,3,3,2,4,2,,1,1,1,1,1,2,1,3,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,122476983,0.756310091,1,31,2,3,2,,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,2,2,1,2,,,,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,1,1,4,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,173844773,0.834326755,2,43,3,3,1,,1,1,0,1,1,2,,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,0,0,2,2,4,4,1,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,171225791,0.636625221,2,33,2,5,1,,1,1,1,1,2,1,2,,2,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,1,2,2,,1,1,1,2,1,,1,1,2,1,2,2,2,2,1,2,2,1,1,,,1,1,,,1,2,2,,,1,1,2,1,2,,,1,1,2,2,2,1,,1,1,2,2,1,,1,1,2,3,1,1,,1,1,1,2,4,2,2,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,150450794,0.229155591,2,35,2,3,1,,1,1,0,1,2,1,2,,1,1,1,1,2,1,2,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,1,2,1,2,1,,1,2,,2,1,1,1,,3,1,2,2,,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,1,2,1,,1,1,4,4,4,1,1,1,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,167127531,0.245194744,1,25,3,5,2,,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,1,1,1,,1,1,1,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,1,1,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,0,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,153179151,0.206886527,2,38,2,3,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,,,,,,2,2,2,2,2,,,2,2,2,,,,1,2,2,2,2,2,1,,1,3,3,1,2,2,1,1,2,2,1,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,3,3,2,1,,1,1,2,4,4,4,4,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,202047213,0.860270831,2,59,3,4,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,1,,,,,,,,,,,,,,,,1,2,2,2,1,1,,1,1,1,1,2,,1,1,2,2,2,2,2,,3,3,3,1,2,2,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,1,4,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,163000821,1.00962669,2,35,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,1,2,2,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,165850427,0.264619661,1,29,3,5,1,,1,1,1,1,2,1,1,2,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,1,2,,,2,1,1,2,1,,1,1,2,2,2,2,2,,3,2,1,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,1,1,2,2,,1,0,1,4,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,187778159,0.68375295,1,41,1,3,2,,1,1,1,2,2,2,,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,1,2,,,1,1,1,1,1,,2,2,1,2,1,2,1,,2,1,1,2,,,,1,1,,,1,1,1,1,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,2,1,1,,1,1,4,2,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,163413610,1.364287821,1,20,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,0,0,4,4,4,4,4,5,2,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,204006053,2.04461334,2,48,2,2,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,,,,,,2,2,2,2,2,,,2,2,1,2,1,,2,2,2,2,2,1,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,0,1,4,1,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183639310,1.302912603,2,46,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,119395407,0.646962068,1,37,2,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,1,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,1,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,169620655,0.168433106,1,24,3,4,1,,1,1,0,1,2,1,1,1,2,1,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,1,,2,2,1,1,1,,1,1,2,2,2,2,2,,3,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,1,,1,0,4,4,4,4,4,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,152142865,1.232645512,1,41,2,4,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,2,2,2,1,,0,0,2,1,4,4,2,5,1,1,1,0
